New_Date,Order_Id,Country,Device_Type,Category,Customer_Name,Sales_Manager,Sales_Rep, Order_Value_Eur ,  Cost  ,Date,Day,Month,Year
22-08-2019,28-0622425,Portugal,PC,Games,Tillman and Sons,Celine Tumasian,Corene Shirer,"1,68,773.60"," 1,37,398.59 ",8/22/2019,8,22,2019
07-07-2020,84-0679518,Portugal,PC,Outdoors,"Spencer, Rogahn and Muller",Celine Tumasian,Smitty Culverhouse,"1,52,676.77"," 1,22,385.70 ",07-07-2020,7,7,2020
24-05-2020,95-1195568,Portugal,PC,Outdoors,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,"1,16,556.81"," 95,448.37 ",5/24/2020,5,24,2020
19-09-2019,77-5229094,Portugal,Mobile,Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,"1,06,325.72"," 92,705.40 ",9/19/2019,9,19,2019
06-08-2020,11-0955383,Portugal,PC,Outdoors,"Dickinson, Hyatt and Berge",Celine Tumasian,Aurelie Wren,"2,63,571.82"," 2,16,155.25 ",06-08-2020,6,8,2020
18-01-2019,31-2600204,Portugal,Mobile,Games,Kihn Inc,Celine Tumasian,Corene Shirer,"1,29,353.22"," 1,11,593.02 ",1/18/2019,1,18,2019
14-04-2020,80-5941460,Portugal,PC,Clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,"1,37,562.42"," 1,12,140.88 ",4/14/2020,4,14,2020
08-12-2020,06-8466490,Portugal,PC,Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Corene Shirer,"1,63,492.16"," 1,34,178.02 ",08-12-2020,8,12,2020
07-06-2020,51-0837613,Portugal,PC,Games,Wyman Group,Celine Tumasian,Brynn Dempster,"2,53,580.08"," 2,12,449.39 ",07-06-2020,7,6,2020
13-03-2020,49-9010863,Portugal,Mobile,Electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,"25,834.34"," 22,450.04 ",3/13/2020,3,13,2020
19-09-2019,58-2028009,Portugal,Mobile,Clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,"1,21,928.48"," 98,408.48 ",9/19/2019,9,19,2019
30-12-2019,80-3039005,Portugal,PC,Appliances,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,"1,51,151.77"," 1,24,035.14 ",12/30/2019,12,30,2019
04-11-2019,82-2837449,Portugal,PC,Clothing,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,"1,23,424.43"," 98,171.79 ",04-11-2019,4,11,2019
13-06-2020,98-6563368,Portugal,PC,Games,"Leffler, Prohaska and Streich",Celine Tumasian,Corene Shirer,"2,04,133.95"," 1,67,553.15 ",6/13/2020,6,13,2020
01-02-2019,22-1266257,Portugal,Mobile,Appliances,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,"1,77,208.76"," 1,51,779.30 ",01-02-2019,1,2,2019
24-05-2020,30-3460885,Portugal,PC,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Corene Shirer,"1,38,127.81"," 1,15,240.03 ",5/24/2020,5,24,2020
01-02-2020,29-1727395,Portugal,PC,Clothing,Johns and Sons,Celine Tumasian,Brynn Dempster,"98,521.87"," 84,571.17 ",01-02-2020,1,2,2020
19-03-2019,92-4695001,Portugal,PC,Games,Johns and Sons,Celine Tumasian,Hortense Gerring,"69,750.57"," 60,731.82 ",3/19/2019,3,19,2019
20-06-2020,51-2167412,Portugal,PC,Electronics,Walter LLC,Celine Tumasian,Corene Shirer,"1,29,022.02"," 1,04,585.25 ",6/20/2020,6,20,2020
23-03-2019,27-7169008,Portugal,Tablet,Appliances,"Abbott, Roberts and Torp",Celine Tumasian,Brynn Dempster,"41,805.53"," 33,352.45 ",3/23/2019,3,23,2019
01-06-2020,37-6033123,Portugal,PC,Smartphones,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Hortense Gerring,"53,181.88"," 42,316.82 ",01-06-2020,1,6,2020
03-12-2019,29-5158368,Portugal,PC,Books,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,"99,518.86"," 81,854.26 ",03-12-2019,3,12,2019
07-08-2019,95-4281933,Portugal,PC,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,"79,288.03"," 68,536.57 ",07-08-2019,7,8,2019
27-05-2020,49-7876403,Portugal,PC,Games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,"1,55,766.23"," 1,31,529.00 ",5/27/2020,5,27,2020
22-07-2020,72-4825752,Portugal,PC,Games,"Dickinson, Hyatt and Berge",Celine Tumasian,Smitty Culverhouse,"1,54,858.00"," 1,35,376.86 ",7/22/2020,7,22,2020
19-06-2020,82-2840501,Portugal,PC,Beauty,Corwin and Sons,Celine Tumasian,Corene Shirer,"74,790.02"," 64,992.53 ",6/19/2020,6,19,2020
01-04-2020,99-9215178,Portugal,PC,Appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,"1,78,027.46"," 1,44,985.56 ",01-04-2020,1,4,2020
22-05-2019,38-6891011,Portugal,PC,Clothing,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,"80,474.78"," 66,568.74 ",5/22/2019,5,22,2019
05-09-2020,09-7835975,Portugal,PC,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Brynn Dempster,"90,994.31"," 72,540.66 ",05-09-2020,5,9,2020
22-03-2020,16-9758497,Portugal,PC,Outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,"32,779.67"," 26,800.66 ",3/22/2020,3,22,2020
02-04-2019,85-6263705,Portugal,PC,Games,Wisoky Inc,Celine Tumasian,Hortense Gerring,"38,494.71"," 33,113.15 ",02-04-2019,2,4,2019
03-01-2020,94-3251589,Portugal,PC,Clothing,Tillman and Sons,Celine Tumasian,Aurelie Wren,"93,902.04"," 80,793.31 ",03-01-2020,3,1,2020
10-08-2020,63-6767584,Portugal,PC,Appliances,Johns and Sons,Celine Tumasian,Corene Shirer,"55,790.71"," 48,783.40 ",10-08-2020,10,8,2020
01-04-2020,34-8182639,Portugal,PC,Beauty,"Murray, Reichel and Nolan",Celine Tumasian,Brynn Dempster,"1,04,391.93"," 86,770.57 ",01-04-2020,1,4,2020
27-03-2019,53-3803984,Portugal,Mobile,Books,"Lind, Mueller and Stoltenberg",Celine Tumasian,Aurelie Wren,"57,115.99"," 48,976.96 ",3/27/2019,3,27,2019
23-06-2020,95-6123269,Portugal,PC,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,"1,57,942.65"," 1,36,620.39 ",6/23/2020,6,23,2020
02-06-2019,42-2646312,Portugal,PC,Electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,"64,762.89"," 54,238.92 ",02-06-2019,2,6,2019
04-09-2020,36-4321653,Portugal,PC,Beauty,Tromp LLC,Celine Tumasian,Hortense Gerring,"1,72,340.86"," 1,36,562.90 ",04-09-2020,4,9,2020
31-10-2020,16-0987104,Portugal,PC,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Hortense Gerring,"1,47,092.62"," 1,17,806.48 ",10/31/2020,10,31,2020
08-11-2019,87-7908481,Portugal,Mobile,Smartphones,Kirlin and Sons,Celine Tumasian,Aurelie Wren,"56,763.04"," 47,663.92 ",08-11-2019,8,11,2019
29-11-2020,30-7149594,Portugal,Tablet,Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Hortense Gerring,"78,057.96"," 67,161.07 ",11/29/2020,11,29,2020
21-06-2020,83-7592334,Portugal,PC,Accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,"1,22,035.93"," 97,897.22 ",6/21/2020,6,21,2020
28-06-2019,43-8355995,Portugal,PC,Games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,"2,23,233.32"," 1,79,100.09 ",6/28/2019,6,28,2019
19-02-2019,13-9607758,Portugal,PC,Books,Kihn Inc,Celine Tumasian,Aurelie Wren,"82,357.57"," 65,474.27 ",2/19/2019,2,19,2019
18-08-2020,80-1894360,Portugal,PC,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Brynn Dempster,"1,05,340.85"," 87,285.43 ",8/18/2020,8,18,2020
10-05-2020,68-9875936,Portugal,PC,Books,Stamm Inc,Celine Tumasian,Smitty Culverhouse,"56,570.64"," 46,993.23 ",10-05-2020,10,5,2020
27-08-2020,86-9456489,Portugal,PC,Outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,"87,085.71"," 76,548.34 ",8/27/2020,8,27,2020
26-06-2020,57-9765345,Portugal,PC,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,"1,59,216.47"," 1,37,419.74 ",6/26/2020,6,26,2020
08-05-2020,31-8846200,Portugal,PC,Electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,"74,958.46"," 65,806.03 ",08-05-2020,8,5,2020
30-04-2020,29-1888759,Portugal,PC,Beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,"1,31,610.37"," 1,06,406.98 ",4/30/2020,4,30,2020
01-07-2019,72-9074281,Portugal,PC,Clothing,Corwin and Sons,Celine Tumasian,Aurelie Wren,"1,01,846.87"," 88,066.99 ",01-07-2019,1,7,2019
14-10-2019,35-4712641,Portugal,Mobile,Outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,"75,912.59"," 60,145.55 ",10/14/2019,10,14,2019
28-10-2019,03-3542738,Portugal,Mobile,Clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,"57,367.93"," 46,255.76 ",10/28/2019,10,28,2019
23-11-2020,81-9457605,Portugal,PC,Books,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,"1,58,240.24"," 1,36,561.33 ",11/23/2020,11,23,2020
01-02-2020,63-0813030,Portugal,PC,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,"97,291.62"," 76,899.30 ",01-02-2020,1,2,2020
06-07-2020,00-7326184,Portugal,PC,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Corene Shirer,"83,904.32"," 69,011.30 ",06-07-2020,6,7,2020
18-01-2020,61-3294149,Portugal,Mobile,Accessories,"Jacobson, Marvin and Brown",Celine Tumasian,Brynn Dempster,"1,07,716.72"," 86,679.64 ",1/18/2020,1,18,2020
22-12-2019,15-8765160,Spain,Tablet,Games,Johns and Sons,Emalia Dinse,Bertha Walbrook,"1,78,763.42"," 1,46,621.76 ",12/22/2019,12,22,2019
14-07-2020,60-6998932,Spain,PC,Clothing,"Farrell, Swaniawski and Crist",Emalia Dinse,Perri Aldersley,"84,900.24"," 73,701.90 ",7/14/2020,7,14,2020
11-06-2019,67-3929836,Spain,PC,Electronics,Johns and Sons,Emalia Dinse,Bertha Walbrook,"81,412.10"," 64,747.04 ",11-06-2019,11,6,2019
25-06-2019,72-7630507,Spain,Mobile,Appliances,Kirlin and Sons,Emalia Dinse,Bertha Walbrook,"2,21,745.05"," 1,90,767.27 ",6/25/2019,6,25,2019
27-10-2019,06-9596696,Spain,PC,Clothing,"Bashirian, Okuneva and Bechtelar",Emalia Dinse,Perri Aldersley,"39,110.97"," 34,315.97 ",10/27/2019,10,27,2019
18-08-2020,25-2355172,Spain,PC,Clothing,Romaguera-Dietrich,Emalia Dinse,Perri Aldersley,"1,34,908.19"," 1,14,388.65 ",8/18/2020,8,18,2020
02-01-2019,68-1806238,Spain,PC,Beauty,Wiza and Sons,Emalia Dinse,Perri Aldersley,"42,814.57"," 35,356.27 ",02-01-2019,2,1,2019
03-01-2020,55-3118263,Spain,PC,Other,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,"42,028.45"," 36,299.97 ",03-01-2020,3,1,2020
29-07-2020,95-1516475,Spain,Tablet,Beauty,Hessel-Stiedemann,Emalia Dinse,Manuel Goudie,"61,325.25"," 49,379.09 ",7/29/2020,7,29,2020
04-09-2019,11-2988171,Spain,PC,Electronics,Labadie and Sons,Emalia Dinse,Manuel Goudie,"68,745.86"," 58,014.63 ",04-09-2019,4,9,2019
15-04-2019,37-5025811,Spain,PC,Clothing,"Hartmann, Hane and Pfannerstill",Emalia Dinse,Perri Aldersley,"85,927.37"," 74,490.44 ",4/15/2019,4,15,2019
03-11-2019,98-9382686,Spain,Mobile,Smartphones,McClure Inc,Emalia Dinse,Perri Aldersley,"59,163.79"," 50,419.38 ",03-11-2019,3,11,2019
24-01-2020,94-0775004,Spain,PC,Electronics,Corwin and Sons,Emalia Dinse,Manuel Goudie,"44,038.31"," 36,252.34 ",1/24/2020,1,24,2020
15-11-2020,48-7252604,Spain,PC,Electronics,McClure Inc,Emalia Dinse,Bertha Walbrook,"1,31,409.90"," 1,15,325.33 ",11/15/2020,11,15,2020
13-08-2019,77-3226391,Spain,PC,Outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,"77,855.47"," 63,545.63 ",8/13/2019,8,13,2019
29-10-2019,78-7666796,Spain,PC,Electronics,Kirlin and Sons,Emalia Dinse,Perri Aldersley,"1,07,359.01"," 90,868.67 ",10/29/2019,10,29,2019
05-08-2019,44-2650716,Spain,PC,Beauty,Wiza and Sons,Emalia Dinse,Perri Aldersley,"1,23,953.65"," 1,01,939.48 ",05-08-2019,5,8,2019
24-03-2020,09-9618844,Spain,PC,Smartphones,"Leffler, Prohaska and Streich",Emalia Dinse,Perri Aldersley,"90,926.92"," 73,050.69 ",3/24/2020,3,24,2020
04-05-2019,47-0713476,Spain,PC,Games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,"1,74,262.11"," 1,43,278.31 ",04-05-2019,4,5,2019
20-09-2019,67-2823354,Spain,Mobile,Electronics,"Schowalter, Lesch and Beahan",Emalia Dinse,Bertha Walbrook,"58,933.16"," 51,855.29 ",9/20/2019,9,20,2019
05-11-2020,62-9738356,Spain,Mobile,Games,"Schmitt, Purdy and Johnson",Emalia Dinse,Bertha Walbrook,"1,20,012.56"," 97,762.23 ",05-11-2020,5,11,2020
08-04-2020,63-1220717,Spain,PC,Other,"Swaniawski, Runolfsson and Green",Emalia Dinse,Manuel Goudie,"1,44,530.35"," 1,15,407.48 ",08-04-2020,8,4,2020
27-09-2020,80-4161102,Spain,PC,Beauty,Johns and Sons,Emalia Dinse,Bertha Walbrook,"68,288.68"," 56,754.72 ",9/27/2020,9,27,2020
13-02-2019,76-1827989,Spain,PC,Books,Johns and Sons,Emalia Dinse,Perri Aldersley,"42,475.60"," 35,802.68 ",2/13/2019,2,13,2019
10-03-2019,58-2235320,Spain,PC,Electronics,"Murray, Reichel and Nolan",Emalia Dinse,Bertha Walbrook,"1,27,143.54"," 1,05,033.28 ",10-03-2019,10,3,2019
18-06-2020,45-3085595,Spain,Tablet,Games,Johns and Sons,Emalia Dinse,Manuel Goudie,"87,205.01"," 69,171.01 ",6/18/2020,6,18,2020
02-12-2020,70-0511466,Sweden,Mobile,Books,Goldner-Dibbert,Maxie Marrow,Madelon Bront,"17,524.02"," 14,122.61 ",02-12-2020,2,12,2020
05-04-2019,85-6625096,Sweden,PC,Appliances,"Swaniawski, Runolfsson and Green",Maxie Marrow,Madelon Bront,"1,42,664.34"," 1,20,808.16 ",05-04-2019,5,4,2019
11-08-2020,08-7576451,Sweden,PC,Books,Tillman and Sons,Maxie Marrow,Anita Woakes,"54,078.92"," 46,102.28 ",11-08-2020,11,8,2020
03-10-2019,13-0526029,Sweden,PC,Clothing,Johns and Sons,Maxie Marrow,Alyosha Meah,"56,717.53"," 45,101.78 ",03-10-2019,3,10,2019
14-08-2020,96-3022721,Sweden,PC,Books,Franecki-White,Maxie Marrow,Anita Woakes,"48,179.57"," 41,405.52 ",8/14/2020,8,14,2020
28-03-2020,29-1001593,Sweden,PC,Beauty,"Swaniawski, Runolfsson and Green",Maxie Marrow,Caro Morfield,"74,273.54"," 61,981.27 ",3/28/2020,3,28,2020
11-03-2020,84-2614836,Sweden,Mobile,Clothing,Wiza and Sons,Maxie Marrow,Caro Morfield,"1,74,919.64"," 1,46,845.04 ",11-03-2020,11,3,2020
18-01-2019,67-6692861,Sweden,Mobile,Games,"Fisher, Morar and Skiles",Maxie Marrow,Alyosha Meah,"57,927.54"," 48,914.01 ",1/18/2019,1,18,2019
03-09-2020,47-5524071,Sweden,Tablet,Appliances,Wunsch LLC,Maxie Marrow,Alyosha Meah,"54,446.50"," 44,989.14 ",03-09-2020,3,9,2020
14-06-2020,98-1814878,Sweden,PC,Appliances,"Schmitt, Purdy and Johnson",Maxie Marrow,Tarrah Castelletti,"2,40,759.07"," 2,05,415.64 ",6/14/2020,6,14,2020
15-04-2020,83-9569509,Sweden,PC,Games,"Rowe, Hermiston and Kessler",Maxie Marrow,Alyosha Meah,"53,849.12"," 47,354.92 ",4/15/2020,4,15,2020
19-10-2019,50-0376562,Sweden,Tablet,Appliances,"Zieme, Bailey and Herzog",Maxie Marrow,Madelon Bront,"97,063.22"," 78,067.95 ",10/19/2019,10,19,2019
07-12-2020,71-4409662,Sweden,PC,Electronics,Friesen-Rath,Maxie Marrow,Caro Morfield,"53,593.86"," 45,629.81 ",07-12-2020,7,12,2020
09-01-2020,75-6638402,Sweden,PC,Beauty,Armstrong-Little,Maxie Marrow,Anita Woakes,"64,053.77"," 54,733.95 ",09-01-2020,9,1,2020
01-11-2020,00-4698524,Sweden,Mobile,Appliances,Johns and Sons,Maxie Marrow,Madelon Bront,"1,24,593.04"," 1,09,106.13 ",01-11-2020,1,11,2020
18-05-2020,76-3837496,Sweden,PC,Beauty,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,"44,147.92"," 37,163.72 ",5/18/2020,5,18,2020
04-01-2020,52-8377955,Sweden,PC,Books,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Madelon Bront,"1,13,763.38"," 91,158.60 ",04-01-2020,4,1,2020
08-01-2019,58-8969119,Sweden,PC,Smartphones,Hegmann Group,Maxie Marrow,Alyosha Meah,"1,67,123.72"," 1,32,946.92 ",08-01-2019,8,1,2019
27-08-2020,84-5642889,Sweden,Mobile,Beauty,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Caro Morfield,"31,627.37"," 25,662.45 ",8/27/2020,8,27,2020
28-03-2019,92-7234550,Sweden,PC,Appliances,Johns and Sons,Maxie Marrow,Alyosha Meah,"57,227.99"," 46,331.78 ",3/28/2019,3,28,2019
10-09-2020,32-9344186,Sweden,PC,Clothing,Hessel-Stiedemann,Maxie Marrow,Tarrah Castelletti,"98,322.98"," 84,872.40 ",10-09-2020,10,9,2020
12-08-2019,94-1762263,Sweden,Mobile,Electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,"2,39,423.57"," 1,99,152.52 ",12-08-2019,12,8,2019
13-07-2019,85-3431441,Sweden,PC,Beauty,"Fisher, Morar and Skiles",Maxie Marrow,Anita Woakes,"1,44,072.90"," 1,23,729.81 ",7/13/2019,7,13,2019
25-01-2020,78-3301264,Sweden,PC,Clothing,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,"69,681.43"," 55,529.13 ",1/25/2020,1,25,2020
26-05-2019,02-9523107,Sweden,PC,Games,Kihn Inc,Maxie Marrow,Caro Morfield,"78,542.59"," 68,010.03 ",5/26/2019,5,26,2019
16-08-2020,94-1199389,Sweden,Mobile,Clothing,Corwin and Sons,Maxie Marrow,Caro Morfield,"88,329.48"," 73,755.12 ",8/16/2020,8,16,2020
03-10-2019,26-9787272,Sweden,PC,Clothing,Kihn Inc,Maxie Marrow,Anita Woakes,"15,817.05"," 13,743.44 ",03-10-2019,3,10,2019
02-09-2020,51-0685379,Sweden,PC,Electronics,Hilll-Vandervort,Maxie Marrow,Alyosha Meah,"70,596.70"," 60,564.91 ",02-09-2020,2,9,2020
21-05-2020,25-9913528,Sweden,Mobile,Clothing,Dibbert Inc,Maxie Marrow,Caro Morfield,"1,03,726.57"," 90,231.74 ",5/21/2020,5,21,2020
12-09-2019,64-8300193,Sweden,PC,Clothing,Gislason-Stanton,Maxie Marrow,Alyosha Meah,"1,27,939.80"," 1,12,267.17 ",12-09-2019,12,9,2019
30-04-2019,84-2858993,Sweden,PC,Smartphones,"Swaniawski, Runolfsson and Green",Maxie Marrow,Anita Woakes,"1,46,540.75"," 1,20,822.85 ",4/30/2019,4,30,2019
03-11-2020,33-8547717,Sweden,PC,Other,Tillman and Sons,Maxie Marrow,Madelon Bront,"1,14,427.36"," 93,727.45 ",03-11-2020,3,11,2020
10-10-2020,75-0683725,Sweden,Mobile,Games,"Swaniawski, Runolfsson and Green",Maxie Marrow,Alyosha Meah,"93,996.68"," 77,171.27 ",10-10-2020,10,10,2020
15-06-2019,98-2574776,Sweden,Tablet,Smartphones,"Swaniawski, Runolfsson and Green",Maxie Marrow,Alyosha Meah,"1,59,793.46"," 1,39,180.10 ",6/15/2019,6,15,2019
23-02-2019,21-3278349,Sweden,PC,Electronics,Larkin-Collier,Maxie Marrow,Caro Morfield,"20,226.11"," 17,408.61 ",2/23/2019,2,23,2019
20-02-2019,58-9822844,Sweden,PC,Beauty,Romaguera-Haley,Maxie Marrow,Caro Morfield,"62,272.96"," 54,600.93 ",2/20/2019,2,20,2019
02-04-2019,51-5324396,Sweden,PC,Games,Tillman and Sons,Maxie Marrow,Alyosha Meah,"91,350.76"," 75,839.40 ",02-04-2019,2,4,2019
29-06-2020,50-2481520,Sweden,Tablet,Other,"Rowe, Hermiston and Kessler",Maxie Marrow,Anita Woakes,"1,10,092.84"," 92,797.25 ",6/29/2020,6,29,2020
04-05-2020,40-9497268,Sweden,Mobile,Electronics,Wisoky Inc,Maxie Marrow,Madelon Bront,"92,877.57"," 75,936.70 ",04-05-2020,4,5,2020
06-08-2019,17-0893784,Sweden,Tablet,Electronics,Hegmann Group,Maxie Marrow,Alyosha Meah,"1,57,683.41"," 1,30,624.94 ",06-08-2019,6,8,2019
15-07-2020,81-0573181,Sweden,PC,Smartphones,Armstrong-Little,Maxie Marrow,Tarrah Castelletti,"40,385.45"," 32,591.06 ",7/15/2020,7,15,2020
12-02-2019,71-0122842,Sweden,Tablet,Outdoors,Johns and Sons,Maxie Marrow,Alyosha Meah,"1,77,993.88"," 1,45,029.41 ",12-02-2019,12,2,2019
10-10-2020,68-3731565,Sweden,Mobile,Beauty,Corwin and Sons,Maxie Marrow,Anita Woakes,"39,313.39"," 34,273.41 ",10-10-2020,10,10,2020
29-12-2020,22-3969127,Sweden,PC,Clothing,Johns and Sons,Maxie Marrow,Anita Woakes,"72,885.55"," 59,773.44 ",12/29/2020,12,29,2020
26-04-2019,35-1705563,Sweden,PC,Appliances,Labadie and Sons,Maxie Marrow,Madelon Bront,"40,831.52"," 34,192.31 ",4/26/2019,4,26,2019
07-08-2019,36-2366573,Sweden,PC,Beauty,McGlynn-Prosacco,Maxie Marrow,Alyosha Meah,"2,50,315.06"," 2,18,825.43 ",07-08-2019,7,8,2019
23-04-2019,05-5082715,Sweden,PC,Electronics,"Keeling, Monahan and Pollich",Maxie Marrow,Anita Woakes,"1,32,632.97"," 1,12,035.07 ",4/23/2019,4,23,2019
14-04-2020,79-6623911,Sweden,PC,Clothing,"Murray, Reichel and Nolan",Maxie Marrow,Anita Woakes,"1,20,763.23"," 96,719.27 ",4/14/2020,4,14,2020
13-07-2019,45-5509135,Sweden,PC,Electronics,Connelly-Mohr,Maxie Marrow,Tarrah Castelletti,"1,17,733.51"," 97,294.97 ",7/13/2019,7,13,2019
19-12-2019,24-4272786,Sweden,PC,Smartphones,"Rowe, Hermiston and Kessler",Maxie Marrow,Tarrah Castelletti,"1,62,101.93"," 1,33,912.40 ",12/19/2019,12,19,2019
27-01-2019,47-7207206,Sweden,PC,Games,Stamm Inc,Maxie Marrow,Alyosha Meah,"1,47,994.63"," 1,29,643.30 ",1/27/2019,1,27,2019
13-11-2020,16-5837761,Sweden,PC,Clothing,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,"73,860.57"," 60,336.70 ",11/13/2020,11,13,2020
09-06-2019,75-9517276,Sweden,Mobile,Books,Johns and Sons,Maxie Marrow,Anita Woakes,"81,262.34"," 65,326.80 ",09-06-2019,9,6,2019
15-09-2019,75-9585763,Sweden,PC,Outdoors,Gislason-Stanton,Maxie Marrow,Madelon Bront,"1,12,228.82"," 97,470.73 ",9/15/2019,9,15,2019
12-07-2020,54-7503816,Sweden,PC,Beauty,Johns and Sons,Maxie Marrow,Madelon Bront,"1,48,243.05"," 1,20,566.07 ",12-07-2020,12,7,2020
16-06-2019,71-4782689,Sweden,Tablet,Games,"Hermiston, Simonis and Wisoky",Maxie Marrow,Caro Morfield,"2,04,484.61"," 1,77,308.61 ",6/16/2019,6,16,2019
22-10-2019,66-5810051,Sweden,PC,Books,"Zieme, Bailey and Herzog",Maxie Marrow,Anita Woakes,"1,79,179.73"," 1,54,936.71 ",10/22/2019,10,22,2019
29-11-2019,97-1288901,Sweden,PC,Appliances,Corwin and Sons,Maxie Marrow,Tarrah Castelletti,"30,166.93"," 24,658.45 ",11/29/2019,11,29,2019
03-05-2019,56-1063618,Sweden,PC,Beauty,Hegmann Group,Maxie Marrow,Tarrah Castelletti,"50,618.21"," 41,835.95 ",03-05-2019,3,5,2019
30-05-2020,01-8080546,Sweden,Tablet,Beauty,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,"82,116.31"," 70,652.87 ",5/30/2020,5,30,2020
06-04-2019,29-5632797,Sweden,PC,Games,Baumbach Group,Maxie Marrow,Anita Woakes,"1,06,142.65"," 88,151.47 ",06-04-2019,6,4,2019
15-03-2020,33-4022317,Sweden,PC,Clothing,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,"30,975.79"," 27,072.84 ",3/15/2020,3,15,2020
31-01-2020,52-0695511,Sweden,PC,Other,"Fisher, Morar and Skiles",Maxie Marrow,Alyosha Meah,"1,49,376.26"," 1,23,653.67 ",1/31/2020,1,31,2020
02-04-2020,77-4566105,Sweden,PC,Books,Tillman and Sons,Maxie Marrow,Tarrah Castelletti,"86,854.64"," 72,219.63 ",02-04-2020,2,4,2020
09-09-2019,87-9980890,Sweden,PC,Other,McGlynn-Bergstrom,Maxie Marrow,Alyosha Meah,"44,029.07"," 38,344.92 ",09-09-2019,9,9,2019
06-11-2019,57-1931933,Sweden,PC,Smartphones,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,"1,26,682.79"," 1,06,514.89 ",06-11-2019,6,11,2019
20-12-2019,15-5167065,Sweden,Tablet,Clothing,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,"1,45,558.00"," 1,16,257.18 ",12/20/2019,12,20,2019
12-01-2019,47-5733147,Sweden,PC,Smartphones,Hilll-Vandervort,Maxie Marrow,Caro Morfield,"1,40,352.81"," 1,22,303.44 ",12-01-2019,12,1,2019
10-03-2020,30-6005742,Sweden,PC,Smartphones,Walter LLC,Maxie Marrow,Anita Woakes,"1,77,867.30"," 1,40,675.25 ",10-03-2020,10,3,2020
15-01-2020,76-0774122,Sweden,Mobile,Clothing,Stehr-Bogan,Maxie Marrow,Caro Morfield,"1,18,982.14"," 95,506.96 ",1/15/2020,1,15,2020
03-11-2019,19-3129154,Sweden,PC,Beauty,McGlynn-Prosacco,Maxie Marrow,Anita Woakes,"37,081.31"," 31,304.04 ",03-11-2019,3,11,2019
20-02-2019,89-2424262,Sweden,PC,Games,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,"15,100.57"," 12,113.68 ",2/20/2019,2,20,2019
10-04-2020,48-3484986,Sweden,PC,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,"1,56,453.01"," 1,28,494.86 ",10-04-2020,10,4,2020
20-11-2020,74-0214938,Sweden,PC,Games,Walter LLC,Maxie Marrow,Madelon Bront,"1,71,748.56"," 1,36,574.45 ",11/20/2020,11,20,2020
